,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,County,State
11054,Waihonu North Solar,5,21.4706,-158.0133,Solar,2016,Waihonu North LLC,NA,NA,NA,4.055,10.141,Honolulu,Hawaii
11055,Waihonu South Solar,1.5,21.4689,-158.0164,Solar,2016,Waihonu South LLC,NA,NA,NA,1.286,3.354,Honolulu,Hawaii
11056,Wailuku River Hydroelectric,10.4,19.713,-155.1486,Hydro,1993,Wailuku Holding Company LLC,15.129,18.185,40.881,36.288,19.466,Hawaii,Hawaii
11057,Waimea,7.5,20.0252,-155.6955,Oil,1971.666667,Hawaii Electric Light Co Inc,4.071,3.021,2.802,1.798,1.037,Hawaii,Hawaii
11058,Wainiha Hydro,3.6,22.1963,-159.5561,Hydro,1908,McBryde Sugar Co Ltd,23.136,25.253,25.222,24.533,21.475,Kauai,Hawaii
11059,Wake County LFG Facility,7.2,35.674,-78.854,Waste,2013.5,Ingenco Renewable Development  LLC,NA,30.094,32.038,44.557,42.202,Wake,North Carolina
11060,Wake Wind Energy Center,257,33.825,-101.0997,Wind,2016,Southern Power Co,NA,NA,NA,261.682,1010.693,Crosby,Texas
11061,WakeSun CSG  LLC,3,45.4729,-94.4064,Solar,2017,SunShare Management,NA,NA,NA,0,5.023,Stearns,Minnesota
11062,Wakefern Food Corp,2,40.51,-74.3283,Solar,2013,NJR Clean Energy Ventures Corporation,2.976,2.744,2.722,2.781,2.605,Middlesex,New Jersey
11063,Wakefield,4.1,42.2691,-96.8621,Gas,1959.02439,City of Wakefield - (NE),0.065,0.069,0.025,0.021,0.025,Dixon,Nebraska
11064,Wakefield Solar,5,35.8142,-78.3124,Solar,2018,Cypress Creek Renewables,NA,NA,NA,NA,0,Wake,North Carolina
11065,Wal-Mart Truth or Consequences PV,1,33.1526,-107.2498,Solar,2015,SSA Solar of NM 3  LLC,NA,NA,0.423,1.869,1.915,Sierra,New Mexico
11066,Walden,2.4,41.56,-74.1952,Hydro,1986,Consolidated Hydro New York  Inc.,4.024,2.956,2.685,2.395,3.885,Orange,New York
11067,Walgreens Woodland Distribution Center,1,38.6749,-121.7134,Solar,2007,SunE WG45 Woodland LLC,1.544,1.586,1.47,0.46,0.66,Yolo,California
11068,Wallace,2,35.29,-77.54,Solar,2014,Sustainable Power Group  LLC,0.15939,3.635,2.952,3.5,3.465,Lenoir,North Carolina
11069,Wallace Dam,321.2,33.3498,-83.1574,Hydro,1980.162516,Georgia Power Co,32.881,-28.386,49.545,-49.295,-43.515,Hancock,Georgia
11070,Wallenpaupack,40,41.4679,-75.1309,Hydro,1926,Wallenpuapack Hydro,53.013,59.663,48.913,28.847,64.222,Wayne,Pennsylvania
11071,Wallingford Energy,250,41.4487,-72.8354,Gas,2001,Wallingford Energy LLC,51.111,47.697,142.59,205.857,154.742,New Haven,Connecticut
11072,Wallowa Falls,1.1,45.2667,-117.2127,Hydro,1921,PacifiCorp,5.34,2.354,3.49,4.34,4.642,Wallowa,Oregon
11073,Wallys Wind Farm LLC,1.3,44.2851,-96.4333,Wind,2006,RENEW Energy Inc,3.533,3.906,3.58,1.392,1.851,Lincoln,Minnesota
11074,Walmart Casa Grande,2,32.8668,-111.7718,Solar,2011,Tesla Inc.,3.53529,3.30957,3.15216,3.228,2.997,Pinal,Arizona
11075,Walnut,49.8,37.4903,-120.9044,Gas,1986,Turlock Irrigation District,0,0,0,-0.162,0.307,Stanislaus,California
11076,Walnut Creek Energy Park,500,34.0087,-117.9449,Gas,2013,NRG Walnut Creek LLC,316.129,489.374,439.715,445.55,347.16,Los Angeles,California
11077,Walnut Energy Center,300.6,37.4878,-120.8956,Gas,2006,Turlock Irrigation District,1409.497,1468.675,1576.127,1205.595,1124.233,Stanislaus,California
11078,Walnut Springs Solar,5,32.0787,-97.7685,Solar,2017,Cypress Creek Renewables,NA,NA,NA,0,10.85,Somervell,Texas
11079,Walnut Wind Farm,153,41.4517,-95.2383,Wind,2009,MidAmerican Energy Co,511.041,474.368,472.72,497.238,469.286,Pottawattamie,Iowa
11080,Walpole Solar 2,2.4,42.1172,-71.2658,Solar,2014,Walpole Solar 2  LLC,NA,3.021,3.674,3.905,3.635,Norfolk,Massachusetts
11081,Walt Disney World Solar Facility,4.9,28.3737,-81.5626,Solar,2016,Duke Energy Florida Solar Solutions,NA,NA,NA,7.426,8.362,Osceola,Florida
11082,Walter Bouldin Dam,225,32.5839,-86.2831,Hydro,1967,Alabama Power Co,812.071,590.121,560.467,468.96,628.655,Elmore,Alabama
11083,Walter C Beckjord,4,38.9917,-84.2981,Storage,2015,Duke Energy Ohio Inc,2546.783995,1549.140961,0,-53.992,-3.281,Clermont,Ohio
11084,Walter F George,168,31.6245,-85.0652,Hydro,1963,USCE-Mobile District,468.021,408.703,396.783,352.098,328.266,Clay,Georgia
11085,Walter Scott Jr Energy Center,1648.3,41.18,-95.8408,Coal,1994.670691,MidAmerican Energy Co,10947.15171,10799.46239,9586.255047,8695.387014,8563.352037,Sarpy,Nebraska
11086,Walters,108,35.6946,-83.0503,Hydro,1930,Duke Energy Progress - (NC),545.268,343.19,309.32,256.429,274.882,Haywood,North Carolina
11087,Walters Solar (FLS 260),5,34.4969,-79.0489,Solar,2015,Walters Solar (FLS 260),NA,NA,1.905,8.846,9.621,Robeson,North Carolina
11088,Walterville,8,44.0696,-122.835,Hydro,1949,Eugene Water & Electric Board,62.767,52.556,40.574,51.4998,61.467,Lane,Oregon
11089,Walton 1 Solar Facility,2,38.8502,-84.5923,Solar,2018,Duke Energy Kentucky Inc,NA,NA,NA,NA,0.036,Boone,Kentucky
11090,Walton 2 Solar Facility,2,38.8502,-84.5923,Solar,2018,Duke Energy Kentucky Inc,NA,NA,NA,NA,0.103,Boone,Kentucky
11091,Walton Bainbridge Power Facility,80,30.911,-84.5473,Oil,2000,Walton Bainbridge LLC,0.233,0.316,0.281,0.737,0.065,Decatur,Georgia
11092,Walton County Power LLC,494.1,33.8148,-83.6954,Gas,2001,SEPG Operating Services  LLC Walton,132.161,223.418,367.382,352.285,249.489,Walton,Georgia
11093,Walton Discover Power Facility,103,32.541,-85.0389,Gas,1999,Walton Discover LLC,1.441,3.38,13.535,19.268,4.037,Lee,Alabama
11094,Walton Street Substation,6,37.7881,-90.4336,Oil,2003,City of Farmington - (MO),0.023,0,0,0.005,0.008,Saint Francois,Missouri
11095,Wamego,15.2,39.1992,-96.3086,Gas,1985.940789,City of Wamego - (KS),0,-0.328,-0.733,-0.746,-0.676,Pottawatomie,Kansas
11096,Wanapum,1079.8,46.8731,-119.9703,Hydro,2008.984442,PUD No 2 of Grant County,5282.107,3650.692,4998.58,5305.067,5238.337,Grant,Washington
11097,Wanship,1.9,40.7904,-111.4043,Hydro,1958,Weber Basin Water Conserv Dist,4.887,5.212,5.979,5.555,6.986,Summit,Utah
11098,Wansley,1956.8,33.4134,-85.0323,Coal,1977.567457,Georgia Power Co,1997.44301,4851.970029,4469.257013,4661.713993,3727.840013,Heard,Georgia
11099,Wansley Combined Cycle,1239,33.4064,-85.037,Gas,2002,Southern Power Co,4358.552,5965.153,7860.46,7072.035,8707.877,Heard,Georgia
11100,Wansley Unit 9,594.1,33.4083,-85.0403,Gas,2004,Municipal Electric Authority,1533.96,1622.571,2701.206,2722.525,2650.322,Heard,Georgia
11101,Wappinger Falls Hydroelectric,2,41.5984,-73.922,Hydro,1989,Windsor Machinery Co Inc,9.978,8.398,6.563,5.833,7.166,Dutchess,New York
11102,Wapsie Valley Creamery Back Up Generator,1.8,42.4778,-91.8911,Oil,2015,Wapsie Valley Creamery,NA,NA,0,0,0,Buchanan,Iowa
11103,Wapsipinicon Wind Project,100.5,43.8006,-92.6822,Wind,2009,EDF Renewable Asset Holdings  Inc.,331.525,340.884,324.607,303.198,303.408,Mower,Minnesota
11104,Ward Butte Windfarm LLC,6.6,45.6967,-119.4097,Wind,2009,Echo 1,17.935,17.718,15.629,16.909,14.567,Umatilla,Oregon
11105,Ward WTP,2,35.9678,-79.9708,Oil,1999,Town Of High Point,0.003,0.003,0.008,0.076,0.118,Guilford,North Carolina
11106,Ware Shoals Hydro Project,6.2,34.404,-82.2336,Hydro,1963.258065,Aquenergy Systems Inc,27.655,17.169,9.423,8.812,4.522,Greenwood,South Carolina
11107,Wareham MA 1,2,41.8017,-70.7046,Solar,2016,Clean Energy Collective LLC,NA,NA,NA,1.869,3.051,Plymouth,Massachusetts
11108,Warm Springs Hydro Project,2.7,38.7221,-123.0112,Hydro,1989,Sonoma County Water Agency,13.182,9.404,10.267,8.952,3.356,Sonoma,California
11109,Warm Springs Power Enterprises,19.6,44.7242,-121.2477,Hydro,1982,Warm Springs Power Enterprises,83.459,89.305,81.909,82.063,76.785,Jefferson,Oregon
11110,Warner Lambert,12.4,42.2993,-83.7053,Oil,2000.459677,University of Michigan NCampus Research,0,0,25.01548,0,24.46788,Washtenaw,Michigan
11111,Warren,53.1,41.8359,-79.1887,Oil,1972,NRG REMA LLC,0,66.071,5.568,2.457,3.991,Warren,Pennsylvania
11112,Warren County,1472.2,38.9717,-78.1772,Gas,2015,Virginia Electric & Power Co,NA,NA,0,0,8896.717,Warren,Virginia
11113,Warren County Solar,2,40.789,-75.107,Solar,2012,EPP Renewable Energy,3.245,3.68,3.698,3.627,3.351,Warren,New Jersey
11114,Warren DPC Solar,2.2,44.9596,-92.5182,Solar,2017,SoCore Energy LLC,NA,NA,NA,NA,2.281,Saint Croix,Wisconsin
11115,Warren F Sam Beasley Generation Station,96,39.2792,-75.6239,Gas,2007.3125,Delaware Municipal Electric Corp,23.974,42.817,43.54,72.908,17.391,Kent,Delaware
11116,Warrensburg Hydroelectric,2.9,43.4833,-73.7986,Hydro,1989,Boralex Hydro Operations Inc,10.207,11.83,10.426,9.522,12.515,Warren,New York
11117,Warrenton Farm,4,36.415,-78.1711,Solar,2013,Warrenton Farm LLC,7.886,7.687,7.562,7.75,7.883,Warren,North Carolina
11118,Warrick,822.8,37.915,-87.3328,Coal,1965.747934,AGC Division of APG Inc,5339.464033,5511.831953,5491.580968,3450.181014,2645.858999,Warrick,Indiana
11119,Warrior Ridge Hydro,2.8,40.54,-78.0346,Hydro,1986,American Hydro Power Company,6.223,6.57,7.322,6.935,5.725,Huntingdon,Pennsylvania
11120,Warsaw Farm,65,35.0056,-78.1258,Solar,2016,Duke Energy Progress - (NC),NA,NA,4.182,61.102,115.981,Duplin,North Carolina
11121,Warsaw I,2,35.01,-78.11,Solar,2014,Sustainable Power Group  LLC,0.16533,3.638,3.018,3.563,3.593,Duplin,North Carolina
11122,Warsaw II,2,35.01,-78.05,Solar,2014,Sustainable Power Group  LLC,0.15642,3.66,3.084,3.458,3.592,Duplin,North Carolina
11123,Waseca Solar,10,44.0924,-93.531,Solar,2017,Enel Green Power NA  Inc.,NA,NA,NA,0,8.442,Waseca,Minnesota
11124,Washington,8.9,39.7306,-96.9795,Oil,1972.573034,City of Washington - (KS),0.178,0.024,0.054,0.038,0.044,Washington,Kansas
11125,Washington Airport Solar LLC,5,35.5653,-77.0536,Solar,2014,Washington Airport Solar  LLC,NA,8.374,9.472,9.667,9.646,Beaufort,North Carolina
11126,Washington City Electric Generation,6,37.155,-113.4392,Gas,2007.666667,City of Washington - (UT),NA,0.489,0.429,1.524,0.033,Washington,Utah
11127,Washington County Cogeneration Facility,122.5,31.2504,-88.0156,Gas,1999,Alabama Power Co,827.043,828.885,833.574,718.606,828.512,Mobile,Alabama
11128,Washington County Power LLC,795.6,33.0922,-82.98,Gas,2003,SEPG Operating Services  LLC WCP,125.945,61.274,197.515,128.929,118.699,Hancock,Georgia
11129,Washington Energy Facility,714.9,39.58,-81.6564,Gas,2002,Dynegy Washington Energy Facility,4014.294,4345.118,4869.157,4376.341,4034.992,Washington,Ohio
11130,Washington Island,5,45.3709,-86.9308,Oil,1985.84,Washington Island El Coop  Inc,0.049,0.045,0.03,0.125,0.014,Delta,Michigan
11131,Washington Millfield Solar  LLC,5,35.4994,-76.8336,Solar,2014,Washington Millfield Solar  LLC,0.307,9.678,9.552,9.686,9.951,Beaufort,North Carolina
11132,Washington White Post Solar LLC,12.4,35.5052,-76.8484,Solar,2013,Washington White Post Solar LLC,22.1,21.738,21.504,22.506,22.456,Beaufort,North Carolina
11133,Washoe,2.6,39.3022,-119.5604,Hydro,1904,Truckee Meadows Water Authority,12.658,7.536,2.612,8.279,9.437,Lyon,Nevada
11134,Wasson CO2 Removal Plant,23.4,33.0099,-102.7569,Gas,1988,Occidental Permian Ltd,122.742,156.96,161.1,156.13,150.331,Yoakum,Texas
11135,Waste Management Arden LFGTE,4.8,40.2058,-80.2611,Waste,2009,WM Renewable Energy LLC,35.033,32.204,35.045,37.022,37.366,Washington,Pennsylvania
11136,Waste Management Bethel LFGTE,4.8,37.0764,-76.4444,Waste,2008,WM Renewable Energy LLC,37.65,37.575,34.531,36.767,38.383,City of Newport News,Virginia
11137,Waste Management Columbia Ridge LFGTE,12.8,45.5739,-120.2969,Waste,2012,WM Renewable Energy LLC,52.141,69.803,94.671,99.931,96.156,Gilliam,Oregon
11138,Waste Management Crossroads LFGTE,3.2,44.7014,-69.8319,Waste,2009,WM Renewable Energy LLC,22.129,25.178,22.696,20.39,20.95,Somerset,Maine
11139,Waste Management Eco Vista LFGTE,4,36.1408,-94.2597,Waste,2010,WM Renewable Energy LLC,30.908,32.141,33.333,30.837,32.383,Washington,Arkansas
11140,Waste Management King George LFGTE,13.2,38.2747,-77.3081,Waste,2010.25,WM Renewable Energy LLC,84.274,90.413,87.054,86.836,83.996,King George,Virginia
11141,Waste Management Lockwood LFGTE,3.2,39.4933,-119.6203,Waste,2012,WM Renewable Energy LLC,24.277,24.568,25.695,25.631,25.22,Washoe,Nevada
11142,Waste Management Madison County LFGTE,1.6,43.0336,-75.7028,Waste,2009,WM Renewable Energy LLC,6.491,6.201,6.702,6.349,5.479,Madison,New York
11143,Waste Management Middle Peninsula LFGTE,6.4,37.5197,-76.6245,Waste,2009,WM Renewable Energy LLC,46.057,48.022,50.631,49.056,47.98,Middlesex,Virginia
11144,Waste Management Naples LFGTE Project,4,26.1558,-81.6581,Waste,2011,WM Renewable Energy LLC,25.696,25.039,21.182,17.3,16.96,Collier,Florida
11145,Waste Management Northern Oaks LFGTE,1.6,43.9906,-84.8003,Waste,2010,WM Renewable Energy LLC,11.991,12.498,11.756,12.22,11.72,Clare,Michigan
11146,Waste Management Piedmont LFGTE Project,2.4,36.1936,-80.0406,Waste,2011,WM Renewable Energy LLC,17.721,17.083,15.647,14.494,14.971,Guilford,North Carolina
11147,Waste Management Rolling Meadows LFGTE,5.6,39.1746,-95.7311,Waste,2010,WM Renewable Energy LLC,46.753,46.591,46.687,48.157,48.046,Shawnee,Kansas
11148,Waste Mangement Redwood LFGTE,4,38.1608,-122.565,Waste,2017,WM Renewable Energy LLC,NA,NA,NA,NA,16.799,Marin,California
11149,Waste Water Plant Generator,1.6,37.2278,-96.9897,Oil,1993,City of Winfield - (KS),NA,0,0.006,0,0.002,Cowley,Kansas
11150,Waste Water Treatment Plant,1.5,42.41,-73.24,Solar,2012,City of Pittsfield,1.885,1.686,0.539,1.805,1.233,Berkshire,Massachusetts
11151,Watauga,57.6,36.3413,-82.1264,Hydro,1949,Tennessee Valley Authority,232.468,70.848,132.025,89.926,77.196,Carter,Tennessee
11152,Watchtower Educational Center,2.1,41.4984,-73.5746,Gas,1996.333333,Watchtower Bible & Tract Soc-NY,0,0,0,0,0,Putnam,New York
11153,Water Filter Plant #2,1.8,35.7377,-81.7278,Oil,2013,City of Morganton - (NC),0.028,0.026,0.019,0.052,0.05,Burke,North Carolina
11154,Water Reclamation Plant,2,44.0647,-92.4692,Biomass,2005.5,City of Rochester,2.63816,4.15814,3.41726,3.69166,3.67206,Olmsted,Minnesota
11155,Water Street Station,12.6,43.5828,-83.8967,Gas,1982.190476,City of Bay City - (MI),0.569,0.085,0.162,0.763,0.723,Bay,Michigan
11156,Water Treatment 1 & 2,5.2,41.3469,-72.0411,Oil,2010,Connecticut Mun Elec Engy Coop,0.677,0.89,0.769,0.627,0.518,New London,Connecticut
11157,Water Treatment Plant Generators,1.8,38.7607,-77.6209,Oil,2007,City of Manassas - (VA),0.018,0.024,0.043,0.005,0.013,Prince William,Virginia
11158,Waterbury 22,5.5,44.3813,-72.7677,Hydro,1953,Green Mountain Power Corp,22.512,17.498,16.216,13.783,14.448,Washington,Vermont
11159,Waterbury Generation,96,41.5444,-73.0417,Gas,2009,Engie North America,20.683,24.75,0,0,33.33,New Haven,Connecticut
11160,Wateree,771.8,33.8264,-80.6228,Coal,1971,South Carolina Electric&Gas Company,2805.500029,3669.562048,3198.891027,3390.308018,3566.445956,Sumter,South Carolina
11161,Wateree Hydro,76.7,34.3355,-80.7021,Hydro,1919,Duke Energy Carolinas  LLC,303.924,232.806,238.425,187.824,170.321,Kershaw,South Carolina
11162,Waterford 1 & 2,932,29.9989,-90.4768,Gas,1976.495708,Entergy Louisiana LLC,963.569002,1232.649038,1341.066986,843.866001,829.181,Saint Charles Parish,Louisiana
11163,Waterford 3,1199.8,29.9953,-90.4716,Nuclear,1985,Entergy Louisiana LLC,9367.751,9156.336,8384.741,10096.757,8377.463,Saint Charles Parish,Louisiana
11164,Waterford Holdco CSG,2.7,44.4755,-93.1986,Solar,2017,Waterford Holdco LLC,NA,NA,NA,NA,0.049,Rice,Minnesota
11165,Waterford Power  LLC,921.6,39.5333,-81.7178,Gas,2003,Waterford Power  LLC,3839.02,3923.031,6151.587,6543.375,6000.227,Washington,Ohio
11166,Waterloo,30.2,38.3348,-90.1589,Oil,1989.665563,City of Waterloo - (IL),0,0.766,0,0,0.63,Monroe,Illinois
11167,Waterloo Hydroelectric Project,1.5,42.9019,-76.8623,Hydro,1915,C-S Canal Hydro  LLC,NA,NA,NA,NA,4.743,Seneca,New York
11168,Waterloo Lundquist,18,42.5062,-92.3456,Oil,2000,MidAmerican Energy Co,-0.414,-0.017,0.108,0.233,0.106,Black Hawk,Iowa
11169,Waterloo Solar  LLC,1,41.4339,-85.0439,Solar,2012,Sustainable Power Group  LLC,1.604,1.542,1.662,1.587,1.65,DeKalb,Indiana
11170,Waterport,4,43.3272,-78.2394,Hydro,1921,Erie Boulevard Hydropower LP,15.401,14.443,10.147,9.965,18.71,Orleans,New York
11171,Waters River,64.9,42.5429,-70.9283,Gas,1984.09245,City of Peabody - (MA),7.152,10.647,10.578,6.132,14.306,Essex,Massachusetts
11172,Waterside Power  LLC,69.6,41.0372,-73.5564,Oil,2004.666667,Waterside Power  LLC,1.895,3.534,1.026,1.452,1.242,Fairfield,Connecticut
11173,Watertown,8.1,43.9758,-75.8747,Hydro,1924,City of Watertown - (NY),23.581,25.12,20.759,21.917,29.979,Jefferson,New York
11174,Watertown Power Plant,67.5,44.9017,-97.1083,Oil,1978,Missouri Basin Muni Power Agny,0,0.072,0.143,0.091,0.141,Codington,South Dakota
11175,Watervliet PV,4.6,42.19,-86.23,Solar,2016,Indiana Michigan Power Co,NA,NA,NA,0.605,7.716,Berrien,Michigan
11176,Watkins Manufacturing Co.,2,33.1438,-117.2369,Gas,2001,Watkins Manufacturing Corporation,3.155,2.879,0.606,4.286,3.31534,San Diego,California
11177,Watson Cogeneration,405,33.8166,-118.2448,Gas,1988,ARCO Products Co-Watson,3111.957036,3067.298981,3024.774002,3047.619964,3019.601024,Los Angeles,California
11178,Watson Seed Farm PV1,20,36.1297,-77.7214,Solar,2016,Ecoplexus  Inc,NA,NA,0,33.551,34.499,Halifax,North Carolina
11179,Watts 3115,2,34.6008,-117.6422,Solar,2013.25,CD US Solar MT 2 LLC,1.591,3.017,4.292,4.423,4.088,San Bernardino,California
11180,Watts Bar Hydro,174.6,35.6197,-84.7855,Hydro,1942.765178,Tennessee Valley Authority,1224.851,841.865,974.303,705.84,890.182,Rhea,Tennessee
11181,Watts Bar Nuclear Plant,2539.8,35.6021,-84.7895,Nuclear,2006,Tennessee Valley Authority,9967.803,8777.615,8449.15,12335.478,13576.203,Meigs,Tennessee
11182,Watts Farm,5,34.7269,-79.3353,Solar,2012,Watts Farm LLC,9.665,8.993,8.58,8.875,9.318,Robeson,North Carolina
11183,Waukegan,793.7,42.3833,-87.8133,Coal,1961.201713,Midwest Generations EME LLC,3509.115021,2787.02003,1796.289008,1772.89697,1839.506029,Lake,Illinois
11184,Waupun Correctional Central Heating Plt,4.3,43.6233,-88.7297,Oil,1974.837209,State of Wisconsin,0,0,0,0,1.52096,Fond du Lac,Wisconsin
11185,Wausau,5.4,44.9575,-89.6367,Hydro,1922,Wisconsin Public Service Corp,28.133,31.598,31.25,40.38,39.739,Marathon,Wisconsin
11186,Wausau Paper Middletown,7.5,39.52,-84.4062,Coal,1986,Wausau Paper Middletown,9.2,8.76,9.35468,9.15098,9.29,Butler,Ohio
11187,WaveSun,5,45.0608,-93.9802,Solar,2018,Generate Capital,NA,NA,NA,NA,0.28,Wright,Minnesota
11188,Waverly Community Wind Project,2.7,42.7317,-92.4711,Wind,2007.666667,Waverly Municipal Elec Utility,6.194,7.218,6.834,6.47,4.496,Bremer,Iowa
11189,Waverly Municipal Electric North Plant,25.1,42.7317,-92.4711,Oil,1986.76494,Waverly Municipal Elec Utility,0.57,0.448,0.261,0.2,0.379,Bremer,Iowa
11190,Waverly Wind Farm LLC,199,38.2569,-95.8142,Wind,2016,Waverly Wind Farm LLC,NA,NA,NA,769.197,837.74,Coffey,Kansas
11191,Waxdale,10,42.7094,-87.8853,Waste,2007.05,S.C. Johnson & Son  Inc.,NA,46.069,45.985,43.759,46.057,Racine,Wisconsin
11192,Way Dam,1.8,46.1592,-88.2353,Hydro,1950,Wisconsin Electric Power Co,4.77,2.328,6.234,8.057,9.57,Iron,Michigan
11193,Waymart Wind,64.5,41.5533,-75.4542,Wind,2003,Waymart Wind Farm,163.45,153.944,143.487,149.395,140.765,Lackawanna,Pennsylvania
11194,Wayne County,979.7,35.3758,-78.0981,Gas,2001.827192,Duke Energy Progress - (NC),37.893,78.67,330.464004,556.235998,129.482001,Wayne,North Carolina
11195,Wayne IC,21.8,42.2278,-97.0183,Oil,1973.555046,City of Wayne,0.91,0.341,0.154,0.319,0.283,Wayne,Nebraska
11196,Wayne Solar I LLC,5,35.2211,-78.019,Solar,2014,Soltage LLC,NA,NA,NA,9.234,9.193,Wayne,North Carolina
11197,Wayne Solar II LLC,5,35.3156,-78.0795,Solar,2014,Soltage LLC,NA,NA,NA,9.704,9.156,Wayne,North Carolina
11198,Wayne Solar III LLC,5,35.3244,-77.8712,Solar,2014,Soltage LLC,NA,NA,NA,8.872,9.043,Wayne,North Carolina
11199,Waynesville Solar Farm (MO),2.8,37.8041,-92.2535,Solar,2016,MC Power Companies Inc,NA,NA,NA,1.901,4.747,Pulaski,Missouri
11200,Waynoka Gas Processing Plant,3.9,36.651,-98.7656,Gas,2006,Targa Pipeline Mid-Continent West OK LLC,NA,22.01276,13.66414,19.52062,18.32306,Woods,Oklahoma
11201,Weatherford Wind Energy Center,147,35.5094,-98.7346,Wind,2005.27551,FPL Energy Weatherford  LLC,566.266,407.731,525.913,570.008,568.037,Custer,Oklahoma
11202,Webb Forging,5.8,34.5567,-81.4919,Oil,2003,Central Electric Power,0.018,0.07,0.099,0.171,0.045,Newberry,South Carolina
11203,Webber,4.3,42.9528,-84.9025,Hydro,1916.767442,Consumers Energy Co,8.014,11.249,10.362,11.216,12.686,Ionia,Michigan
11204,Webbers Falls,60,35.5531,-95.1708,Hydro,1973,USCE-Tulsa District,132.409,131.013,122.721,135.512,77.591,Muskogee,Oklahoma
11205,Webberville Solar Project,30,30.2385,-97.5088,Solar,2012,FRV AE Solar LLC,58.978,57.96,53.729,44.091,62.444,Travis,Texas
11206,Weber,3.8,41.1376,-111.8849,Hydro,1911,PacifiCorp,8.908,5.031,9.926,13.611,0,Weber,Utah
11207,Weber State University - Davis Campus PV,1.3,41.099,-111.9822,Solar,2017,Tesla Inc.,NA,NA,NA,NA,0,Davis,Utah
11208,Webster City,21.3,42.471,-93.815,Oil,1972,City of Webster City - (IA),0.031,0.035,0.229,0.422,0.068,Hamilton,Iowa
11209,Webster Holdco Solar CSG,5,44.5297,-93.4106,Solar,2017,Webster Holdco LLC,NA,NA,NA,NA,3.895,Rice,Minnesota
11210,Weeks Falls,4.3,47.4335,-121.6483,Hydro,1990,CHI West Inc,14.707,16.407,8.512,11.111,13.647,King,Washington
11211,Weiss Dam,87.6,34.1721,-85.7538,Hydro,1961.333333,Alabama Power Co,317.61,209.892,212.172,164.092,177.879,Cherokee,Alabama
11212,Welcome Wind Turbine,2.1,43.6825,-94.5892,Wind,2008,Federated Rural Electric Assn,7.105,7.656,7.183,7.118,6.749,Martin,Minnesota
11213,Weld 1 Community Solar Array,1.5,40.2321,-104.7919,Solar,2017,Clean Focus Renewables  Inc.,NA,NA,NA,NA,0,Weld,Colorado
11214,Weleetka,163,35.3233,-96.1352,Gas,1975.355828,Public Service Co of Oklahoma,0,0,0,0,23.464,Hughes,Oklahoma
11215,Wellesley College Central Utility Plant,10.1,42.2939,-71.3081,Gas,1992.267327,Wellesley College,19.525,18.56806,18.70428,18.43184,17.9193,Norfolk,Massachusetts
11216,Wellford Renewable Energy Plant,1.6,35.0012,-82.1303,Waste,2011,Lockhart Power Co,12.20296,11.96384,10.696,12.714,11.444,Spartanburg,South Carolina
11217,Wellington,1,41.1631,-82.2272,Oil,1998,American Mun Power-Ohio  Inc,0.033,0.02,0.033,0.068,0.034,Lorain,Ohio
11218,Wellington 1,24,37.2614,-97.4057,Gas,1977.333333,City of Wellington - (KS),0.134,0.081,0,0.52,0.047,Sumner,Kansas
11219,Wellington 2,20,37.2678,-97.3497,Gas,1989,City of Wellington - (KS),3.036,0,0,0,0.286,Sumner,Kansas
